pid, tgid, active partition, task partition, time, 10240:cf2cf7b8
385,385,0,0,4294915302,
3,3,0,0,4294915303,
384,384,0,0,4294915303,
3,3,0,0,4294915304,
385,385,0,0,4294915304,
3,3,0,0,4294915305,
384,384,0,0,4294915305,
3,3,0,0,4294915306,
385,385,0,0,4294915306,
3,3,0,0,4294915307,
384,384,0,0,4294915307,
3,3,0,0,4294915308,
385,385,0,0,4294915308,
3,3,0,0,4294915309,
384,384,0,0,4294915309,
3,3,0,0,4294915310,
385,385,0,0,4294915310,
3,3,0,0,4294915311,
384,384,0,0,4294915311,
3,3,0,0,4294915312,
385,385,0,0,4294915312,
3,3,0,0,4294915313,
384,384,0,0,4294915313,
3,3,0,0,4294915314,
385,385,0,0,4294915314,
3,3,0,0,4294915315,
384,384,0,0,4294915315,
3,3,0,0,4294915316,
385,385,0,0,4294915316,
3,3,0,0,4294915317,
384,384,0,0,4294915317,
3,3,0,0,4294915318,
385,385,0,0,4294915318,
3,3,0,0,4294915319,
384,384,0,0,4294915319,
3,3,0,0,4294915320,
385,385,0,0,4294915320,
3,3,0,0,4294915321,
384,384,0,0,4294915321,
3,3,0,0,4294915322,
385,385,0,0,4294915322,
3,3,0,0,4294915323,
384,384,0,0,4294915323,
3,3,0,0,4294915324,
385,385,0,0,4294915324,
3,3,0,0,4294915325,
384,384,0,0,4294915325,
3,3,0,0,4294915326,
385,385,0,0,4294915326,
3,3,0,0,4294915327,
384,384,0,0,4294915327,
3,3,0,0,4294915328,
385,385,0,0,4294915328,
3,3,0,0,4294915329,
384,384,0,0,4294915329,
3,3,0,0,4294915330,
385,385,0,0,4294915330,
3,3,0,0,4294915331,
384,384,0,0,4294915331,
3,3,0,0,4294915332,
385,385,0,0,4294915332,
3,3,0,0,4294915333,
384,384,0,0,4294915333,
3,3,0,0,4294915334,
385,385,0,0,4294915334,
3,3,0,0,4294915335,
384,384,0,0,4294915335,
3,3,0,0,4294915336,
385,385,0,0,4294915336,
3,3,0,0,4294915337,
384,384,0,0,4294915337,
3,3,0,0,4294915338,
385,385,0,0,4294915338,
3,3,0,0,4294915339,
384,384,0,0,4294915339,
3,3,0,0,4294915340,
385,385,0,0,4294915340,
3,3,0,0,4294915341,
384,384,0,0,4294915341,
3,3,0,0,4294915342,
4,4,0,0,4294915342,
58,58,0,0,4294915342,
4,4,0,0,4294915342,
385,385,0,0,4294915342,
3,3,0,0,4294915343,
384,384,0,0,4294915343,
3,3,0,0,4294915344,
385,385,0,0,4294915344,
16,16,0,0,4294915345,
3,3,0,0,4294915345,
384,384,0,0,4294915345,
3,3,0,0,4294915346,
385,385,0,0,4294915346,
3,3,0,0,4294915347,
384,384,0,0,4294915347,
3,3,0,0,4294915348,
385,385,0,0,4294915348,
3,3,0,0,4294915349,
384,384,0,0,4294915349,
3,3,0,0,4294915350,
385,385,0,0,4294915350,
3,3,0,0,4294915351,
384,384,0,0,4294915351,
3,3,0,0,4294915352,
385,385,0,0,4294915352,
3,3,0,0,4294915353,
384,384,0,0,4294915353,
3,3,0,0,4294915354,
385,385,0,0,4294915354,
3,3,0,0,4294915355,
384,384,0,0,4294915355,
3,3,0,0,4294915356,
385,385,0,0,4294915356,
3,3,0,0,4294915357,
384,384,0,0,4294915357,
3,3,0,0,4294915358,
385,385,0,0,4294915358,
3,3,0,0,4294915359,
384,384,0,0,4294915359,
3,3,0,0,4294915360,
385,385,0,0,4294915360,
3,3,0,0,4294915361,
1,1,0,0,4294915361,
384,384,0,0,4294915361,
3,3,0,0,4294915362,
385,385,0,0,4294915362,
3,3,0,0,4294915363,
384,384,0,0,4294915363,
3,3,0,0,4294915364,
385,385,0,0,4294915364,
3,3,0,0,4294915365,
384,384,0,0,4294915365,
3,3,0,0,4294915366,
385,385,0,0,4294915366,
3,3,0,0,4294915367,
384,384,0,0,4294915367,
3,3,0,0,4294915368,
385,385,0,0,4294915368,
3,3,0,0,4294915369,
384,384,0,0,4294915369,
3,3,0,0,4294915370,
385,385,0,0,4294915370,
3,3,0,0,4294915371,
384,384,0,0,4294915371,
3,3,0,0,4294915372,
385,385,0,0,4294915372,
3,3,0,0,4294915373,
384,384,0,0,4294915373,
3,3,0,0,4294915374,
385,385,0,0,4294915374,
3,3,0,0,4294915375,
384,384,0,0,4294915375,
3,3,0,0,4294915376,
385,385,0,0,4294915376,
3,3,0,0,4294915377,
384,384,0,0,4294915377,
3,3,0,0,4294915378,
385,385,0,0,4294915378,
3,3,0,0,4294915379,
384,384,0,0,4294915379,
3,3,0,0,4294915380,
385,385,0,0,4294915380,
3,3,0,0,4294915381,
384,384,0,0,4294915381,
3,3,0,0,4294915382,
385,385,0,0,4294915382,
3,3,0,0,4294915383,
384,384,0,0,4294915383,
3,3,0,0,4294915384,
385,385,0,0,4294915384,
3,3,0,0,4294915385,
384,384,0,0,4294915385,
3,3,0,0,4294915386,
385,385,0,0,4294915386,
3,3,0,0,4294915387,
384,384,0,0,4294915387,
3,3,0,0,4294915388,
385,385,0,0,4294915388,
3,3,0,0,4294915389,
384,384,0,0,4294915389,
3,3,0,0,4294915390,
385,385,0,0,4294915390,
3,3,0,0,4294915391,
384,384,0,0,4294915391,
3,3,0,0,4294915392,
385,385,0,0,4294915392,
3,3,0,0,4294915393,
384,384,0,0,4294915393,
3,3,0,0,4294915394,
385,385,0,0,4294915394,
3,3,0,0,4294915395,
384,384,0,0,4294915395,
3,3,0,0,4294915396,
385,385,0,0,4294915396,
3,3,0,0,4294915397,
384,384,0,0,4294915397,
3,3,0,0,4294915398,
385,385,0,0,4294915398,
3,3,0,0,4294915399,
384,384,0,0,4294915399,
3,3,0,0,4294915400,
385,385,0,0,4294915400,
3,3,0,0,4294915401,
384,384,0,0,4294915401,
3,3,0,0,4294915402,
385,385,0,0,4294915402,
3,3,0,0,4294915403,
384,384,0,0,4294915403,
3,3,0,0,4294915404,
385,385,0,0,4294915404,
3,3,0,0,4294915405,
384,384,0,0,4294915405,
3,3,0,0,4294915406,
385,385,0,0,4294915406,
3,3,0,0,4294915407,
384,384,0,0,4294915407,
3,3,0,0,4294915408,
385,385,0,0,4294915408,
3,3,0,0,4294915409,
384,384,0,0,4294915409,
3,3,0,0,4294915410,
385,385,0,0,4294915410,
3,3,0,0,4294915411,
384,384,0,0,4294915411,
3,3,0,0,4294915412,
385,385,0,0,4294915412,
3,3,0,0,4294915413,
384,384,0,0,4294915413,
3,3,0,0,4294915414,
385,385,0,0,4294915414,
3,3,0,0,4294915415,
384,384,0,0,4294915415,
3,3,0,0,4294915416,
385,385,0,0,4294915416,
3,3,0,0,4294915417,
384,384,0,0,4294915417,
3,3,0,0,4294915418,
385,385,0,0,4294915418,
3,3,0,0,4294915419,
384,384,0,0,4294915419,
3,3,0,0,4294915420,
385,385,0,0,4294915420,
3,3,0,0,4294915421,
384,384,0,0,4294915421,
3,3,0,0,4294915422,
385,385,0,0,4294915422,
3,3,0,0,4294915423,
384,384,0,0,4294915423,
3,3,0,0,4294915424,
385,385,0,0,4294915424,
3,3,0,0,4294915425,
384,384,0,0,4294915425,
3,3,0,0,4294915426,
385,385,0,0,4294915426,
3,3,0,0,4294915427,
384,384,0,0,4294915427,
3,3,0,0,4294915428,
385,385,0,0,4294915428,
3,3,0,0,4294915429,
384,384,0,0,4294915429,
3,3,0,0,4294915430,
385,385,0,0,4294915430,
3,3,0,0,4294915431,
384,384,0,0,4294915431,
3,3,0,0,4294915432,
385,385,0,0,4294915432,
3,3,0,0,4294915433,
384,384,0,0,4294915433,
3,3,0,0,4294915434,
385,385,0,0,4294915434,
3,3,0,0,4294915435,
384,384,0,0,4294915435,
3,3,0,0,4294915436,
385,385,0,0,4294915436,
3,3,0,0,4294915437,
384,384,0,0,4294915437,
3,3,0,0,4294915438,
385,385,0,0,4294915438,
3,3,0,0,4294915439,
384,384,0,0,4294915439,
3,3,0,0,4294915440,
385,385,0,0,4294915440,
3,3,0,0,4294915441,
384,384,0,0,4294915441,
3,3,0,0,4294915442,
385,385,0,0,4294915442,
3,3,0,0,4294915443,
384,384,0,0,4294915443,
3,3,0,0,4294915444,
385,385,0,0,4294915444,
3,3,0,0,4294915445,
384,384,0,0,4294915445,
3,3,0,0,4294915446,
385,385,0,0,4294915446,
3,3,0,0,4294915447,
384,384,0,0,4294915447,
3,3,0,0,4294915448,
385,385,0,0,4294915448,
3,3,0,0,4294915449,
384,384,0,0,4294915449,
3,3,0,0,4294915450,
385,385,0,0,4294915450,
3,3,0,0,4294915451,
384,384,0,0,4294915451,
3,3,0,0,4294915452,
385,385,0,0,4294915452,
3,3,0,0,4294915453,
384,384,0,0,4294915453,
3,3,0,0,4294915454,
385,385,0,0,4294915454,
3,3,0,0,4294915455,
384,384,0,0,4294915455,
3,3,0,0,4294915456,
385,385,0,0,4294915456,
3,3,0,0,4294915457,
384,384,0,0,4294915457,
3,3,0,0,4294915458,
385,385,0,0,4294915458,
3,3,0,0,4294915459,
384,384,0,0,4294915459,
3,3,0,0,4294915460,
385,385,0,0,4294915460,
3,3,0,0,4294915461,
384,384,0,0,4294915461,
3,3,0,0,4294915462,
385,385,0,0,4294915462,
3,3,0,0,4294915463,
384,384,0,0,4294915463,
3,3,0,0,4294915464,
385,385,0,0,4294915464,
3,3,0,0,4294915465,
384,384,0,0,4294915465,
3,3,0,0,4294915466,
385,385,0,0,4294915466,
3,3,0,0,4294915467,
384,384,0,0,4294915467,
3,3,0,0,4294915468,
385,385,0,0,4294915468,
3,3,0,0,4294915469,
384,384,0,0,4294915469,
3,3,0,0,4294915470,
385,385,0,0,4294915470,
3,3,0,0,4294915471,
384,384,0,0,4294915471,
3,3,0,0,4294915472,
385,385,0,0,4294915472,
3,3,0,0,4294915473,
384,384,0,0,4294915473,
3,3,0,0,4294915474,
385,385,0,0,4294915474,
3,3,0,0,4294915475,
384,384,0,0,4294915475,
3,3,0,0,4294915476,
385,385,0,0,4294915476,
3,3,0,0,4294915477,
384,384,0,0,4294915477,
3,3,0,0,4294915478,
385,385,0,0,4294915478,
3,3,0,0,4294915479,
384,384,0,0,4294915479,
3,3,0,0,4294915480,
385,385,0,0,4294915480,
3,3,0,0,4294915481,
384,384,0,0,4294915481,
3,3,0,0,4294915482,
385,385,0,0,4294915482,
3,3,0,0,4294915483,
384,384,0,0,4294915483,
3,3,0,0,4294915484,
385,385,0,0,4294915484,
3,3,0,0,4294915485,
384,384,0,0,4294915485,
3,3,0,0,4294915486,
385,385,0,0,4294915486,
3,3,0,0,4294915487,
384,384,0,0,4294915487,
3,3,0,0,4294915488,
385,385,0,0,4294915488,
3,3,0,0,4294915489,
384,384,0,0,4294915489,
3,3,0,0,4294915490,
385,385,0,0,4294915490,
3,3,0,0,4294915491,
384,384,0,0,4294915491,
3,3,0,0,4294915492,
385,385,0,0,4294915492,
3,3,0,0,4294915493,
384,384,0,0,4294915493,
3,3,0,0,4294915494,
385,385,0,0,4294915494,
3,3,0,0,4294915495,
384,384,0,0,4294915495,
3,3,0,0,4294915496,
385,385,0,0,4294915496,
3,3,0,0,4294915497,
384,384,0,0,4294915497,
3,3,0,0,4294915498,
385,385,0,0,4294915498,
3,3,0,0,4294915499,
384,384,0,0,4294915499,
3,3,0,0,4294915500,
385,385,0,0,4294915500,
3,3,0,0,4294915501,
384,384,0,0,4294915501,
3,3,0,0,4294915502,
385,385,0,0,4294915502,
3,3,0,0,4294915503,
384,384,0,0,4294915503,
3,3,0,0,4294915504,
385,385,0,0,4294915504,
3,3,0,0,4294915505,
384,384,0,0,4294915505,
3,3,0,0,4294915506,
385,385,0,0,4294915506,
3,3,0,0,4294915507,
384,384,0,0,4294915507,
3,3,0,0,4294915508,
385,385,0,0,4294915508,
3,3,0,0,4294915509,
384,384,0,0,4294915509,
3,3,0,0,4294915510,
385,385,0,0,4294915510,
3,3,0,0,4294915511,
384,384,0,0,4294915511,
3,3,0,0,4294915512,
385,385,0,0,4294915512,
3,3,0,0,4294915513,
384,384,0,0,4294915513,
3,3,0,0,4294915514,
385,385,0,0,4294915514,
3,3,0,0,4294915515,
384,384,0,0,4294915515,
3,3,0,0,4294915516,
385,385,0,0,4294915516,
3,3,0,0,4294915517,
384,384,0,0,4294915517,
3,3,0,0,4294915518,
385,385,0,0,4294915518,
3,3,0,0,4294915519,
384,384,0,0,4294915519,
3,3,0,0,4294915520,
385,385,0,0,4294915520,
3,3,0,0,4294915521,
384,384,0,0,4294915521,
3,3,0,0,4294915522,
385,385,0,0,4294915522,
3,3,0,0,4294915523,
384,384,0,0,4294915523,
3,3,0,0,4294915524,
385,385,0,0,4294915524,
3,3,0,0,4294915525,
384,384,0,0,4294915525,
3,3,0,0,4294915526,
385,385,0,0,4294915526,
3,3,0,0,4294915527,
384,384,0,0,4294915527,
3,3,0,0,4294915528,
385,385,0,0,4294915528,
3,3,0,0,4294915529,
384,384,0,0,4294915529,
3,3,0,0,4294915530,
385,385,0,0,4294915530,
3,3,0,0,4294915531,
384,384,0,0,4294915531,
3,3,0,0,4294915532,
385,385,0,0,4294915532,
3,3,0,0,4294915533,
384,384,0,0,4294915533,
3,3,0,0,4294915534,
385,385,0,0,4294915534,
3,3,0,0,4294915535,
384,384,0,0,4294915535,
3,3,0,0,4294915536,
385,385,0,0,4294915536,
3,3,0,0,4294915537,
384,384,0,0,4294915537,
3,3,0,0,4294915538,
385,385,0,0,4294915538,
3,3,0,0,4294915539,
384,384,0,0,4294915539,
3,3,0,0,4294915540,
385,385,0,0,4294915540,
3,3,0,0,4294915541,
384,384,0,0,4294915541,
3,3,0,0,4294915542,
385,385,0,0,4294915542,
3,3,0,0,4294915543,
384,384,0,0,4294915543,
3,3,0,0,4294915544,
385,385,0,0,4294915544,
3,3,0,0,4294915545,
384,384,0,0,4294915545,
3,3,0,0,4294915546,
385,385,0,0,4294915546,
3,3,0,0,4294915547,
384,384,0,0,4294915547,
3,3,0,0,4294915548,
385,385,0,0,4294915548,
3,3,0,0,4294915549,
384,384,0,0,4294915549,
3,3,0,0,4294915550,
385,385,0,0,4294915550,
3,3,0,0,4294915551,
384,384,0,0,4294915551,
3,3,0,0,4294915552,
385,385,0,0,4294915552,
3,3,0,0,4294915553,
384,384,0,0,4294915553,
3,3,0,0,4294915554,
385,385,0,0,4294915554,
3,3,0,0,4294915555,
384,384,0,0,4294915555,
3,3,0,0,4294915556,
385,385,0,0,4294915556,
3,3,0,0,4294915557,
384,384,0,0,4294915557,
3,3,0,0,4294915558,
385,385,0,0,4294915558,
3,3,0,0,4294915559,
384,384,0,0,4294915559,
3,3,0,0,4294915560,
385,385,0,0,4294915560,
3,3,0,0,4294915561,
384,384,0,0,4294915561,
3,3,0,0,4294915562,
385,385,0,0,4294915562,
3,3,0,0,4294915563,
384,384,0,0,4294915563,
3,3,0,0,4294915564,
385,385,0,0,4294915564,
3,3,0,0,4294915565,
384,384,0,0,4294915565,
3,3,0,0,4294915566,
385,385,0,0,4294915566,
3,3,0,0,4294915567,
384,384,0,0,4294915567,
3,3,0,0,4294915568,
385,385,0,0,4294915568,
3,3,0,0,4294915569,
384,384,0,0,4294915569,
3,3,0,0,4294915570,
385,385,0,0,4294915570,
3,3,0,0,4294915571,
384,384,0,0,4294915571,
3,3,0,0,4294915572,
385,385,0,0,4294915572,
3,3,0,0,4294915573,
384,384,0,0,4294915573,
3,3,0,0,4294915574,
385,385,0,0,4294915574,
3,3,0,0,4294915575,
384,384,0,0,4294915575,
3,3,0,0,4294915576,
385,385,0,0,4294915576,
3,3,0,0,4294915577,
384,384,0,0,4294915577,
3,3,0,0,4294915578,
385,385,0,0,4294915578,
3,3,0,0,4294915579,
384,384,0,0,4294915579,
3,3,0,0,4294915580,
385,385,0,0,4294915580,
3,3,0,0,4294915581,
384,384,0,0,4294915581,
3,3,0,0,4294915582,
385,385,0,0,4294915582,
3,3,0,0,4294915583,
384,384,0,0,4294915583,
3,3,0,0,4294915584,
385,385,0,0,4294915584,
3,3,0,0,4294915585,
384,384,0,0,4294915585,
3,3,0,0,4294915586,
385,385,0,0,4294915586,
3,3,0,0,4294915587,
384,384,0,0,4294915587,
3,3,0,0,4294915588,
385,385,0,0,4294915588,
3,3,0,0,4294915589,
384,384,0,0,4294915589,
3,3,0,0,4294915590,
385,385,0,0,4294915590,
3,3,0,0,4294915591,
384,384,0,0,4294915591,
3,3,0,0,4294915592,
385,385,0,0,4294915592,
3,3,0,0,4294915593,
384,384,0,0,4294915593,
3,3,0,0,4294915594,
385,385,0,0,4294915594,
3,3,0,0,4294915595,
384,384,0,0,4294915595,
3,3,0,0,4294915596,
385,385,0,0,4294915596,
3,3,0,0,4294915597,
384,384,0,0,4294915597,
3,3,0,0,4294915598,
385,385,0,0,4294915598,
3,3,0,0,4294915599,
384,384,0,0,4294915599,
3,3,0,0,4294915600,
385,385,0,0,4294915600,
3,3,0,0,4294915601,
384,384,0,0,4294915601,
3,3,0,0,4294915602,
385,385,0,0,4294915602,
3,3,0,0,4294915603,
384,384,0,0,4294915603,
3,3,0,0,4294915604,
385,385,0,0,4294915604,
3,3,0,0,4294915605,
384,384,0,0,4294915605,
3,3,0,0,4294915606,
385,385,0,0,4294915606,
3,3,0,0,4294915607,
384,384,0,0,4294915607,
3,3,0,0,4294915608,
385,385,0,0,4294915608,
3,3,0,0,4294915609,
384,384,0,0,4294915609,
3,3,0,0,4294915610,
385,385,0,0,4294915610,
3,3,0,0,4294915611,
384,384,0,0,4294915611,
3,3,0,0,4294915612,
385,385,0,0,4294915612,
3,3,0,0,4294915613,
384,384,0,0,4294915613,
3,3,0,0,4294915614,
385,385,0,0,4294915614,
3,3,0,0,4294915615,
384,384,0,0,4294915615,
3,3,0,0,4294915616,
385,385,0,0,4294915616,
3,3,0,0,4294915617,
384,384,0,0,4294915617,
3,3,0,0,4294915618,
385,385,0,0,4294915618,
3,3,0,0,4294915619,
384,384,0,0,4294915619,
3,3,0,0,4294915620,
385,385,0,0,4294915620,
3,3,0,0,4294915621,
384,384,0,0,4294915621,
3,3,0,0,4294915622,
385,385,0,0,4294915622,
3,3,0,0,4294915623,
384,384,0,0,4294915623,
3,3,0,0,4294915624,
385,385,0,0,4294915624,
3,3,0,0,4294915625,
384,384,0,0,4294915625,
3,3,0,0,4294915626,
385,385,0,0,4294915626,
3,3,0,0,4294915627,
384,384,0,0,4294915627,
3,3,0,0,4294915628,
385,385,0,0,4294915628,
3,3,0,0,4294915629,
384,384,0,0,4294915629,
3,3,0,0,4294915630,
385,385,0,0,4294915630,
3,3,0,0,4294915631,
384,384,0,0,4294915631,
3,3,0,0,4294915632,
385,385,0,0,4294915632,
3,3,0,0,4294915633,
384,384,0,0,4294915633,
3,3,0,0,4294915634,
385,385,0,0,4294915634,
3,3,0,0,4294915635,
384,384,0,0,4294915635,
3,3,0,0,4294915636,
385,385,0,0,4294915636,
3,3,0,0,4294915637,
384,384,0,0,4294915637,
3,3,0,0,4294915638,
385,385,0,0,4294915638,
3,3,0,0,4294915639,
384,384,0,0,4294915639,
3,3,0,0,4294915640,
385,385,0,0,4294915640,
3,3,0,0,4294915641,
384,384,0,0,4294915641,
3,3,0,0,4294915642,
385,385,0,0,4294915642,
3,3,0,0,4294915643,
384,384,0,0,4294915643,
3,3,0,0,4294915644,
385,385,0,0,4294915644,
3,3,0,0,4294915645,
384,384,0,0,4294915645,
3,3,0,0,4294915646,
385,385,0,0,4294915646,
3,3,0,0,4294915647,
384,384,0,0,4294915647,
3,3,0,0,4294915648,
385,385,0,0,4294915648,
3,3,0,0,4294915649,
384,384,0,0,4294915649,
3,3,0,0,4294915650,
385,385,0,0,4294915650,
3,3,0,0,4294915651,
384,384,0,0,4294915651,
3,3,0,0,4294915652,
385,385,0,0,4294915652,
3,3,0,0,4294915653,
384,384,0,0,4294915653,
3,3,0,0,4294915654,
385,385,0,0,4294915654,
3,3,0,0,4294915655,
384,384,0,0,4294915655,
3,3,0,0,4294915656,
385,385,0,0,4294915656,
3,3,0,0,4294915657,
384,384,0,0,4294915657,
3,3,0,0,4294915658,
385,385,0,0,4294915658,
3,3,0,0,4294915659,
384,384,0,0,4294915659,
3,3,0,0,4294915660,
385,385,0,0,4294915660,
3,3,0,0,4294915661,
384,384,0,0,4294915661,
3,3,0,0,4294915662,
385,385,0,0,4294915662,
3,3,0,0,4294915663,
384,384,0,0,4294915663,
3,3,0,0,4294915664,
385,385,0,0,4294915664,
3,3,0,0,4294915665,
384,384,0,0,4294915665,
3,3,0,0,4294915666,
385,385,0,0,4294915666,
3,3,0,0,4294915667,
384,384,0,0,4294915667,
3,3,0,0,4294915668,
385,385,0,0,4294915668,
3,3,0,0,4294915669,
384,384,0,0,4294915669,
3,3,0,0,4294915670,
385,385,0,0,4294915670,
3,3,0,0,4294915671,
384,384,0,0,4294915671,
3,3,0,0,4294915672,
385,385,0,0,4294915672,
3,3,0,0,4294915673,
384,384,0,0,4294915673,
3,3,0,0,4294915674,
385,385,0,0,4294915674,
3,3,0,0,4294915675,
384,384,0,0,4294915675,
3,3,0,0,4294915676,
385,385,0,0,4294915676,
3,3,0,0,4294915677,
384,384,0,0,4294915677,
3,3,0,0,4294915678,
385,385,0,0,4294915678,
3,3,0,0,4294915679,
384,384,0,0,4294915679,
3,3,0,0,4294915680,
385,385,0,0,4294915680,
3,3,0,0,4294915681,
384,384,0,0,4294915681,
3,3,0,0,4294915682,
385,385,0,0,4294915682,
3,3,0,0,4294915683,
384,384,0,0,4294915683,
3,3,0,0,4294915684,
385,385,0,0,4294915684,
3,3,0,0,4294915685,
384,384,0,0,4294915685,
3,3,0,0,4294915686,
385,385,0,0,4294915686,
3,3,0,0,4294915687,
384,384,0,0,4294915687,
3,3,0,0,4294915688,
385,385,0,0,4294915688,
3,3,0,0,4294915689,
384,384,0,0,4294915689,
3,3,0,0,4294915690,
385,385,0,0,4294915690,
3,3,0,0,4294915691,
384,384,0,0,4294915691,
3,3,0,0,4294915692,
385,385,0,0,4294915692,
3,3,0,0,4294915693,
384,384,0,0,4294915693,
3,3,0,0,4294915694,
385,385,0,0,4294915694,
3,3,0,0,4294915695,
384,384,0,0,4294915695,
3,3,0,0,4294915696,
385,385,0,0,4294915696,
3,3,0,0,4294915697,
384,384,0,0,4294915697,
3,3,0,0,4294915698,
385,385,0,0,4294915698,
3,3,0,0,4294915699,
384,384,0,0,4294915699,
3,3,0,0,4294915700,
385,385,0,0,4294915700,
3,3,0,0,4294915701,
384,384,0,0,4294915701,
3,3,0,0,4294915702,
385,385,0,0,4294915702,
3,3,0,0,4294915703,
384,384,0,0,4294915703,
3,3,0,0,4294915704,
385,385,0,0,4294915704,
3,3,0,0,4294915705,
384,384,0,0,4294915705,
3,3,0,0,4294915706,
385,385,0,0,4294915706,
3,3,0,0,4294915707,
384,384,0,0,4294915707,
3,3,0,0,4294915708,
385,385,0,0,4294915708,
3,3,0,0,4294915709,
384,384,0,0,4294915709,
3,3,0,0,4294915710,
385,385,0,0,4294915710,
3,3,0,0,4294915711,
384,384,0,0,4294915711,
3,3,0,0,4294915712,
385,385,0,0,4294915712,
3,3,0,0,4294915713,
384,384,0,0,4294915713,
3,3,0,0,4294915714,
385,385,0,0,4294915714,
3,3,0,0,4294915715,
384,384,0,0,4294915715,
3,3,0,0,4294915716,
385,385,0,0,4294915716,
3,3,0,0,4294915717,
384,384,0,0,4294915717,
3,3,0,0,4294915718,
385,385,0,0,4294915718,
3,3,0,0,4294915719,
384,384,0,0,4294915719,
3,3,0,0,4294915720,
385,385,0,0,4294915720,
3,3,0,0,4294915721,
384,384,0,0,4294915721,
3,3,0,0,4294915722,
385,385,0,0,4294915722,
3,3,0,0,4294915723,
384,384,0,0,4294915723,
3,3,0,0,4294915724,
385,385,0,0,4294915724,
3,3,0,0,4294915725,
384,384,0,0,4294915725,
3,3,0,0,4294915726,
385,385,0,0,4294915726,
3,3,0,0,4294915727,
384,384,0,0,4294915727,
3,3,0,0,4294915728,
385,385,0,0,4294915728,
3,3,0,0,4294915729,
384,384,0,0,4294915729,
3,3,0,0,4294915730,
385,385,0,0,4294915730,
3,3,0,0,4294915731,
384,384,0,0,4294915731,
3,3,0,0,4294915732,
385,385,0,0,4294915732,
3,3,0,0,4294915733,
384,384,0,0,4294915733,
3,3,0,0,4294915734,
385,385,0,0,4294915734,
3,3,0,0,4294915735,
384,384,0,0,4294915735,
3,3,0,0,4294915736,
385,385,0,0,4294915736,
3,3,0,0,4294915737,
384,384,0,0,4294915737,
3,3,0,0,4294915738,
385,385,0,0,4294915738,
3,3,0,0,4294915739,
384,384,0,0,4294915739,
3,3,0,0,4294915740,
385,385,0,0,4294915740,
3,3,0,0,4294915741,
384,384,0,0,4294915741,
3,3,0,0,4294915742,
385,385,0,0,4294915742,
3,3,0,0,4294915743,
384,384,0,0,4294915743,
3,3,0,0,4294915744,
385,385,0,0,4294915744,
3,3,0,0,4294915745,
384,384,0,0,4294915745,
3,3,0,0,4294915746,
385,385,0,0,4294915746,
3,3,0,0,4294915747,
384,384,0,0,4294915747,
3,3,0,0,4294915748,
385,385,0,0,4294915748,
3,3,0,0,4294915749,
384,384,0,0,4294915749,
3,3,0,0,4294915750,
385,385,0,0,4294915750,
3,3,0,0,4294915751,
384,384,0,0,4294915751,
3,3,0,0,4294915752,
385,385,0,0,4294915752,
3,3,0,0,4294915753,
384,384,0,0,4294915753,
3,3,0,0,4294915754,
385,385,0,0,4294915754,
3,3,0,0,4294915755,
384,384,0,0,4294915755,
3,3,0,0,4294915756,
385,385,0,0,4294915756,
3,3,0,0,4294915757,
384,384,0,0,4294915757,
3,3,0,0,4294915758,
385,385,0,0,4294915758,
3,3,0,0,4294915759,
384,384,0,0,4294915759,
3,3,0,0,4294915760,
385,385,0,0,4294915760,
3,3,0,0,4294915761,
384,384,0,0,4294915761,
3,3,0,0,4294915762,
385,385,0,0,4294915762,
3,3,0,0,4294915763,
384,384,0,0,4294915763,
3,3,0,0,4294915764,
385,385,0,0,4294915764,
3,3,0,0,4294915765,
384,384,0,0,4294915765,
3,3,0,0,4294915766,
385,385,0,0,4294915766,
3,3,0,0,4294915767,
384,384,0,0,4294915767,
3,3,0,0,4294915768,
385,385,0,0,4294915768,
3,3,0,0,4294915769,
384,384,0,0,4294915769,
3,3,0,0,4294915770,
385,385,0,0,4294915770,
3,3,0,0,4294915771,
384,384,0,0,4294915771,
3,3,0,0,4294915772,
385,385,0,0,4294915772,
3,3,0,0,4294915773,
384,384,0,0,4294915773,
3,3,0,0,4294915774,
385,385,0,0,4294915774,
3,3,0,0,4294915775,
384,384,0,0,4294915775,
3,3,0,0,4294915776,
385,385,0,0,4294915776,
3,3,0,0,4294915777,
384,384,0,0,4294915777,
3,3,0,0,4294915778,
385,385,0,0,4294915778,
3,3,0,0,4294915779,
384,384,0,0,4294915779,
3,3,0,0,4294915780,
385,385,0,0,4294915780,
3,3,0,0,4294915781,
384,384,0,0,4294915781,
3,3,0,0,4294915782,
385,385,0,0,4294915782,
3,3,0,0,4294915783,
384,384,0,0,4294915783,
3,3,0,0,4294915784,
385,385,0,0,4294915784,
3,3,0,0,4294915785,
384,384,0,0,4294915785,
3,3,0,0,4294915786,
385,385,0,0,4294915786,
3,3,0,0,4294915787,
384,384,0,0,4294915787,
3,3,0,0,4294915788,
385,385,0,0,4294915788,
3,3,0,0,4294915789,
384,384,0,0,4294915789,
3,3,0,0,4294915790,
385,385,0,0,4294915790,
3,3,0,0,4294915791,
384,384,0,0,4294915791,
3,3,0,0,4294915792,
385,385,0,0,4294915792,
3,3,0,0,4294915793,
384,384,0,0,4294915793,
3,3,0,0,4294915794,
385,385,0,0,4294915794,
3,3,0,0,4294915795,
384,384,0,0,4294915795,
3,3,0,0,4294915796,
385,385,0,0,4294915796,
3,3,0,0,4294915797,
384,384,0,0,4294915797,
3,3,0,0,4294915798,
